transaction_id,date,description,amount,true_category
T01476,2023-06-05,CHEVRON 6295  ,39.82,Gas
T00638,2023-02-28,DOORDASH*MCDONALDS,27.81,Restaurants
T00335,2023-03-03,TRADER JOE'S #531  ,85.43,Groceries
T00232,2023-05-21,CHIPOTLE 3396 SEATTLE WA,83.74,Restaurants
T00108,2023-07-30,AMC ONLINE #714,77.91,Entertainment
T00530,2023-05-03,pos debit quest diagnostic,19.02,Health
T00424,2023-12-15,AMZN MKTP US*16769 AMZN.COM/BILL WA,94.41,Shopping
T01691,2023-03-23,76 - 80 CHICAGO IL,60.76,Gas
T00454,2023-09-13,COMCAST CABLE COMM 080,158.23,Utilities
T00082,2023-06-11,MTA*NYCT PAYGO CHICAGO IL,47.44,Transport
T01419,2023-06-22,uber* eats help.uber.com,31.96,Transport
T00803,2023-04-29,SQ  *THE COMEDY CLUB AUSTIN TX,47.1,Entertainment
T01487,2023-02-27,TST* OLIVE & VINE CHICAGO IL,86.46,Restaurants
T01204,2023-06-21,SQ *BLUE BOTTLE 809 BOSTON MA,8.4,Coffee
T01603,2023-12-31,POS DEBIT QUEST DIAGNOSTIC,233.09,Health
T00940,2023-08-16,DART RAIL AUSTIN TX,60.98,Transport
T01361,2023-09-08,DART RAIL NY NY,44.08,Transport
T01543,2023-09-27,POS DEBIT BP#145,77.12,Gas
T00555,2023-12-30,ONCOR ELECTRIC DELIVERY,214.58,Utilities
T01773,2023-03-27,ALDI 73 CHICAGO IL,208.11,Groceries
T01153,2023-09-30,LYFT *RIDE THU 4PM,35.63,Transport
T01579,2023-05-10,DART RAIL AUSTIN TX,19.39,Transport
T00888,2023-09-09,chipotle 85 dallas tx,32.01,Restaurants
T00772,2023-02-14,AMC  ONLINE #825,55.32,Entertainment
T00587,2023-02-04,76  - 5285 SEATTLE WA,61.62,Gas
T01999,2023-02-27,TST* OLIVE & VINE BOSTON MA,21.54,Restaurants
T00609,2023-02-27,SQ *TAQUERIA EL SOL SEATTLE WA,85.73,Restaurants
T00986,2023-04-07,SPOTIFY USA 94700,32.3,Entertainment
T01365,2023-07-29,VERIZON WIRELESS 029,279.7,Utilities
T01660,2023-07-26,SQ *TAQUERIA EL SOL MIAMI FL,71.09,Restaurants
T00529,2023-04-14,TXU ENERGY PAYMENT,155.72,Utilities
T01677,2023-11-30,comcast cable comm 38,41.95,Utilities
T01893,2023-01-17,CVS/PHARMACY #7551 CHICAGO IL,94.42,Health
T00496,2023-04-24,76 - 5182 DALLAS TX  ,42.23,Gas
T00759,2023-09-05,steamgames.com 9293 wa,27.84,Entertainment
T01070,2023-04-02,POS  DEBIT BP#89056,93.19,Gas
T01527,2023-07-11,EXXONMOBIL 20 DENVER CO,53.26,Gas
T00855,2023-05-16,AMC ONLINE #7046,69.97,Entertainment
T00412,2023-03-05,TST* PHILZ COFFEE DENVER CO,8.72,Coffee
T01403,2023-08-30,SQ *LOCAL GROUNDS PHX AZ,10.77,Coffee
T01968,2023-08-20,CITY OF DALLAS WATER UT,49.55,Utilities
T00029,2023-01-30,BEST BUY #6930 DALLAS TX,110.75,Shopping
T01263,2023-05-29,MTA*NYCT PAYGO DALLAS TX,11.46,Transport
T00297,2023-09-09,DOORDASH*MCDONALDS,100.95,Restaurants
T00876,2023-07-22,SQ *TAQUERIA EL SOL AUSTIN TX,14.29,Restaurants
T00198,2023-11-27,SHELL  OIL 869 OAKLAND CA,41.52,Gas
T01958,2023-11-23,GRUBHUB*THAI BASIL DALLAS TX  ,59.15,Restaurants
T01619,2023-01-30,UBER *TRIP NY NY  ,2.22,Transport
T00326,2023-05-07,etsy.com - seller718,160.03,Shopping
T01086,2023-08-11,TST* THE CORNER DINER,52.49,Restaurants
T01451,2023-01-07,SQ *THE COMEDY CLUB BOSTON MA,84.11,Entertainment
T01278,2023-04-13,CHEVRON 308,68.66,Gas
T00128,2023-07-29,PARKING METER #663 DENVER CO,21.04,Transport
T01827,2023-12-05,DUNKIN #9834 DENVER CO,4.92,Coffee
T01829,2023-03-08,TST* OLIVE & VINE NY NY,14.65,Restaurants
T00508,2023-11-26,steamgames.com 64 wa,12.48,Entertainment
T01449,2023-11-22,TST* OLIVE & VINE CHICAGO IL,88.68,Restaurants
T00769,2023-01-29,ALDI 25486 SEATTLE WA,119.87,Groceries
T01563,2023-10-08,NETFLIX.COM 7507,70.75,Entertainment
T01025,2023-04-12,WALGREENS #519,87.87,Health
T01928,2023-02-07,POS DEBIT BP#174,60.41,Gas
T01030,2023-04-08,TXU ENERGY PAYMENT,88.82,Utilities
T00718,2023-04-08,ETSY.COM  - SELLER13994,306.68,Shopping
T00799,2023-12-13,LYFT *RIDE THU 4PM,34.93,Transport
T01316,2023-08-09,PEETS COFFEE #58198 NY NY,4.66,Coffee
T01175,2023-10-18,SQ *LOCAL GROUNDS PHX AZ,11.62,Coffee
T00097,2023-02-16,SQ *THE COMEDY CLUB PHX AZ,74.4,Entertainment
T00910,2023-07-22,SPOTIFY USA 10233,52.95,Entertainment
T01774,2023-04-02,TST* OLIVE & VINE AUSTIN TX,46.44,Restaurants
T00329,2023-09-11,REGAL CINEMAS 1037 NY NY,75.29,Entertainment
T00261,2023-10-30,CHIPOTLE 676 MIAMI FL,19.8,Restaurants
T00980,2023-08-15,STEAMGAMES.COM 48170 WA,8.08,Entertainment
T01248,2023-02-26,SQ *THE BOOK NOOK AUSTIN TX,313.07,Shopping
T01026,2023-11-22,DOORDASH*MCDONALDS,69.38,Restaurants
T00350,2023-03-02,RITE AID #2735 DALLAS TX,228.37,Health
T00886,2023-06-23,DOORDASH*MCDONALDS,128.36,Restaurants
T00839,2023-11-25,SAFEWAY #78920 DENVER CO,171.2,Groceries
T00737,2023-11-09,ATT*BILL PAYMENT 60,74.86,Utilities
T00487,2023-07-03,ALDI 82 PHX AZ  ,188.89,Groceries
T00219,2023-12-01,SPOTIFY USA 597  ,47.57,Entertainment
T01147,2023-02-13,WALMART SUPERCENTER #78,444.46,Shopping
T01213,2023-07-31,WHOLEFDS  MKT 47369 MIAMI FL,178.07,Groceries
T01721,2023-09-07,STEAMGAMES.COM 54 WA,37.92,Entertainment
T01803,2023-05-05,STEAMGAMES.COM 77125 WA,25.75,Entertainment
T01108,2023-06-19,UBER* EATS HELP.UBER.COM  ,26.86,Transport
T01497,2023-08-22,ONCOR ELECTRIC DELIVERY,73.48,Utilities
T00835,2023-08-15,CHIPOTLE 40536 AUSTIN TX,42.26,Restaurants
T01219,2023-08-28,WALMART SUPERCENTER #26114,315.71,Shopping
T01001,2023-03-04,ETSY.COM - SELLER1093,367.6,Shopping
T00774,2023-10-18,wholefds mkt 83729 miami fl,109.73,Groceries
T01906,2023-04-10,ETSY.COM - SELLER560,125.54,Shopping
T01399,2023-08-27,steamgames.com 1970 wa,78.76,Entertainment
T01230,2023-05-26,ATT*BILL PAYMENT 36,285.7,Utilities
T00743,2023-09-16,76 - 53 OAKLAND CA,76.34,Gas
T00775,2023-06-04,CHEVRON 852,27.96,Gas
T00601,2023-10-23,POS DEBIT H-E-B #7905,156.37,Groceries
T00967,2023-01-16,TRADER JOE'S #7215,88.78,Groceries
T01111,2023-08-08,CHEVRON 8192  ,83.09,Gas
T01229,2023-06-17,STEAMGAMES.COM  35 WA,20.38,Entertainment
T01410,2023-02-14,SQ  *THE COMEDY CLUB AUSTIN TX,13.61,Entertainment
T01374,2023-08-01,ATT*BILL PAYMENT 1391,228.46,Utilities
T01534,2023-10-30,CHIPOTLE 747 SEATTLE WA,71.16,Restaurants
T00065,2023-06-22,TXU ENERGY PAYMENT,42.98,Utilities
T00854,2023-03-07,SHELL OIL 8690 DALLAS TX,46.93,Gas
T00639,2023-10-09,REGAL CINEMAS 1397 BOSTON MA,19.43,Entertainment
T00023,2023-10-20,ALDI 285 NY NY,163.29,Groceries
T00436,2023-11-01,SHELL OIL 0612 CHICAGO IL,68.62,Gas
T01810,2023-12-07,CIRCLE K # 63  ,84.65,Gas
T01207,2023-11-18,TST* OLIVE & VINE PHX AZ,119.91,Restaurants
T00617,2023-12-30,UBER *TRIP NY NY,34.04,Transport
T00456,2023-01-28,SQ *BLUE BOTTLE 8328 DENVER CO,6.27,Coffee
T00540,2023-05-08,REGAL CINEMAS 240 CHICAGO IL,23.03,Entertainment
T00992,2023-05-26,SQ *LOCAL GROUNDS NY NY  ,11.67,Coffee
T01385,2023-08-06,STARBUCKS STORE 21,4.02,Coffee
T00492,2023-02-28,DOORDASH*MCDONALDS,44.35,Restaurants
T00405,2023-10-20,ALDI 36 MIAMI FL,149.23,Groceries
T00974,2023-03-27,76 - 27425 DENVER CO,68.04,Gas
T00141,2023-08-20,SQ *CITY DENTAL BOSTON MA,63.76,Health
T00447,2023-03-27,COMCAST CABLE COMM 35629,213.43,Utilities
T00043,2023-07-31,LA FITNESS 947 DALLAS TX,212.69,Health
T01618,2023-06-14,SQ *BLUE BOTTLE 52 PHX AZ,9.52,Coffee
T01868,2023-01-11,WALMART SUPERCENTER #775,9.59,Shopping
T00514,2023-12-04,CHEVRON 78753,37.73,Gas
T01517,2023-08-14,TARGET 35530 NY NY,20.88,Shopping
T01097,2023-09-18,SQ *BLUE BOTTLE 9079 OAKLAND CA,6.82,Coffee
T01784,2023-07-24,BEST BUY #145 NY NY,127.38,Shopping
T00548,2023-07-15,76 - 833 CHICAGO IL,63.87,Gas
T00912,2023-09-28,CHEVRON 496,60.92,Gas
T00228,2023-03-19,CIRCLE K # 32  ,46.96,Gas
T01441,2023-01-19,ONCOR ELECTRIC DELIVERY,133.24,Utilities
T01120,2023-12-09,KROGER 258 SEATTLE WA,37.86,Groceries
T01101,2023-03-02,ATT*BILL PAYMENT 1855,268.96,Utilities
T01822,2023-05-26,DOORDASH*MCDONALDS,70.42,Restaurants
T00001,2023-10-07,WHOLEFDS MKT 4012 DALLAS TX,153.72,Groceries
T01796,2023-10-29,DART RAIL SEATTLE WA,44.07,Transport
T01233,2023-03-04,SQ *THE COMEDY CLUB DENVER CO,59.85,Entertainment
T00556,2023-08-19,SQ *THE BOOK NOOK SEATTLE WA,253.88,Shopping
T00282,2023-02-08,ALDI 29 PHX AZ,24.55,Groceries
T01704,2023-04-14,DUNKIN #84 CHICAGO IL,9.47,Coffee
T01455,2023-11-16,walmart supercenter #7397,284.09,Shopping
T00846,2023-05-17,WHOLEFDS MKT 59468 AUSTIN TX,56.64,Groceries
T00249,2023-03-01,WHOLEFDS MKT 586 DALLAS TX,121.67,Groceries
T01529,2023-04-25,ONCOR  ELECTRIC DELIVERY,130.88,Utilities
T01052,2023-09-16,POS DEBIT H-E-B #38517,194.63,Groceries
T01857,2023-02-27,SQ *LOCAL GROUNDS DALLAS TX,5.49,Coffee
T01273,2023-06-04,DUNKIN #98 AUSTIN TX,8.54,Coffee
T00146,2023-10-12,WALGREENS #672,97.53,Health
T00396,2023-04-05,SAFEWAY  #61727 CHICAGO IL,126.55,Groceries
T01076,2023-09-29,WALGREENS #91847,144.1,Health
T00347,2023-05-03,POS DEBIT QUEST DIAGNOSTIC,192.49,Health
T00575,2023-01-22,ALDI 484 CHICAGO IL,47.52,Groceries
T00157,2023-06-16,TXU  ENERGY PAYMENT,40.74,Utilities
T01178,2023-08-15,UBER *TRIP CHICAGO IL,63.64,Transport
T01293,2023-03-24,WALGREENS #258,66.37,Health
T01291,2023-08-15,ONCOR ELECTRIC DELIVERY  ,241.23,Utilities
T00156,2023-10-22,KROGER 55 DENVER CO,191.73,Groceries
T01332,2023-09-18,76 - 13 SEATTLE WA,79.66,Gas
T01118,2023-04-04,SAFEWAY #4596 MIAMI FL,198.5,Groceries
T00464,2023-09-20,BEST  BUY #4819 DALLAS TX,292.39,Shopping
T00273,2023-06-30,RITE AID #4216 DENVER CO,193.19,Health
T01234,2023-06-15,PARKING METER #3 OAKLAND CA,10.74,Transport
T01478,2023-09-25,SQ *THE COMEDY CLUB DALLAS TX,48.09,Entertainment
T00627,2023-04-05,CITY OF DALLAS WATER UT,64.36,Utilities
T00272,2023-09-13,CITY OF DALLAS WATER UT,264.17,Utilities
T00738,2023-05-19,SPOTIFY USA 48953,59.09,Entertainment
T00959,2023-09-20,CHEVRON  816,65.92,Gas
T00560,2023-03-29,CITY OF DALLAS WATER UT,71.1,Utilities
T00393,2023-07-21,LYFT *RIDE THU 4PM,8.04,Transport
T01537,2023-10-23,POS DEBIT BP#0191,38.14,Gas
T01735,2023-01-07,SQ *TAQUERIA EL SOL OAKLAND CA,77.31,Restaurants
T01607,2023-07-31,BEST BUY #3356 MIAMI FL,204.3,Shopping
T00290,2023-09-20,MTA*NYCT PAYGO DALLAS TX,37.09,Transport
T00931,2023-10-12,WALGREENS #382,115.94,Health
T00719,2023-11-26,SHELL OIL 25 DENVER CO,80.49,Gas
T01090,2023-11-08,SQ *THE BOOK NOOK PHX AZ,268.33,Shopping
T00620,2023-05-22,UBER* EATS HELP.UBER.COM,63.65,Transport
T01274,2023-07-26,GRUBHUB*THAI BASIL OAKLAND CA,62.26,Restaurants
T01386,2023-05-31,SPOTIFY USA 18332  ,15.88,Entertainment
T01124,2023-04-09,ETSY.COM - SELLER99744,28.68,Shopping
T00300,2023-08-05,KROGER 18242 NY NY,46.6,Groceries
T00187,2023-05-10,ALDI 49 OAKLAND CA,216.11,Groceries
T01750,2023-06-22,WALGREENS #92,207.49,Health
T01541,2023-12-31,DUNKIN #96 DENVER CO,4.08,Coffee
T00988,2023-07-26,EXXONMOBIL 63 SEATTLE WA,54.8,Gas
T00675,2023-07-27,STEAMGAMES.COM 289 WA,48.67,Entertainment
T01174,2023-08-09,POS DEBIT QUEST DIAGNOSTIC,223.99,Health
T01185,2023-11-24,netflix.com 7447,45.48,Entertainment
T01720,2023-05-11,REGAL CINEMAS 86 OAKLAND CA,35.53,Entertainment
T01931,2023-03-07,DOORDASH*MCDONALDS,24.29,Restaurants
T00472,2023-08-15,CVS/PHARMACY #95 NY NY,205.23,Health
T00798,2023-09-01,SPOTIFY USA 38088,81.16,Entertainment
T01436,2023-06-21,ETSY.COM - SELLER77,231.51,Shopping
T01705,2023-01-23,AMZN MKTP US*3081 AMZN.COM/BILL WA,478.04,Shopping
T01457,2023-02-26,TXU ENERGY PAYMENT,93.11,Utilities
T00741,2023-10-30,76 - 088 BOSTON MA,94.7,Gas
T01620,2023-09-01,TXU ENERGY PAYMENT,40.44,Utilities
T01057,2023-07-15,LYFT *RIDE THU 4PM,48.81,Transport
T00572,2023-03-16,BEST  BUY #7597 SEATTLE WA,362.27,Shopping
T00567,2023-11-17,COMCAST CABLE COMM 167,56.78,Utilities
T01357,2023-04-23,LYFT  *RIDE THU 4PM,25.7,Transport
T01711,2023-10-21,PARKING METER #613 BOSTON MA,48.92,Transport
T01145,2023-05-27,SHELL OIL 24 MIAMI FL,49.73,Gas
T01007,2023-12-12,sq *local grounds seattle wa,9.43,Coffee
T01348,2023-03-15,SQ *CITY DENTAL MIAMI FL,54.6,Health
T00500,2023-10-04,TXU ENERGY PAYMENT,280.85,Utilities
T00182,2023-12-28,LYFT *RIDE THU 4PM,10.74,Transport
T01320,2023-03-09,POS DEBIT QUEST DIAGNOSTIC,241.17,Health
T01699,2023-05-24,WHOLEFDS MKT 3527 MIAMI FL,91.43,Groceries
T01242,2023-03-08,SQ *CITY DENTAL DALLAS TX,36.42,Health
T01889,2023-11-07,SHELL OIL 551 DALLAS TX,28.55,Gas
T01594,2023-07-19,GRUBHUB*THAI BASIL DENVER CO,82.14,Restaurants
T01253,2023-05-16,SPOTIFY USA 85,20.91,Entertainment
T00438,2023-06-04,ALDI 7772 NY NY,144.21,Groceries
T00978,2023-02-13,COMCAST CABLE COMM 957,71.94,Utilities
T00116,2023-10-26,CHEVRON 78,59.84,Gas
T00999,2023-08-10,UBER* EATS HELP.UBER.COM,58.7,Transport
T00595,2023-07-10,76 - 46179 BOSTON MA,47.73,Gas
T01856,2023-05-08,76  - 833 NY NY,27.81,Gas
T01859,2023-05-21,CHEVRON 47,61.32,Gas
T00810,2023-10-30,REGAL CINEMAS 62378 BOSTON MA  ,28.12,Entertainment
T00927,2023-07-12,TST* PHILZ COFFEE DALLAS TX,5.92,Coffee
T00265,2023-08-19,SQ *CITY DENTAL CHICAGO IL,171.68,Health
T01289,2023-02-19,PARKING METER #8856 OAKLAND CA,12.03,Transport
T00731,2023-02-18,WALMART  SUPERCENTER #599,258.25,Shopping
T00235,2023-04-26,TARGET 78 NY NY  ,435.25,Shopping
T01940,2023-05-11,SAFEWAY #9405 OAKLAND CA,107.89,Groceries
T00603,2023-11-20,DART RAIL PHX AZ,41.93,Transport
T00045,2023-04-27,PEETS COFFEE #204 SEATTLE WA,10.16,Coffee
T01747,2023-06-21,MTA*NYCT PAYGO SEATTLE WA,14.09,Transport
T01149,2023-07-08,CIRCLE K # 4702,59.95,Gas
T00651,2023-04-30,LYFT *RIDE THU 4PM,57.67,Transport
T01308,2023-05-25,SQ *BLUE BOTTLE 832 AUSTIN TX  ,6.95,Coffee
T00489,2023-10-07,PEETS COFFEE #546 DALLAS TX,10.17,Coffee
T01345,2023-04-04,VERIZON WIRELESS 97084,227.53,Utilities
T00953,2023-12-22,SQ *THE COMEDY CLUB OAKLAND CA,80.77,Entertainment
T01000,2023-03-22,STEAMGAMES.COM 715 WA,9.67,Entertainment
T01712,2023-09-24,CHEVRON 10714,63.08,Gas
T01301,2023-11-09,CHEVRON 1021  ,91.36,Gas
T00402,2023-02-04,POS DEBIT H-E-B #26465,201.71,Groceries
T00771,2023-08-01,MTA*NYCT PAYGO NY NY,29.99,Transport
T01285,2023-07-03,NETFLIX.COM 2282,88.47,Entertainment
T00475,2023-03-20,CHEVRON 0092,35.84,Gas
T01628,2023-12-04,AMC ONLINE #6669,80.75,Entertainment
T01141,2023-11-04,SQ *LOCAL GROUNDS AUSTIN TX,11.45,Coffee
T00926,2023-01-14,TRADER JOE'S #6672,81.68,Groceries
T00574,2023-08-24,SQ *BLUE BOTTLE 394 NY NY,3.3,Coffee
T00434,2023-04-07,POS DEBIT QUEST DIAGNOSTIC,132.54,Health
T00687,2023-08-22,REGAL CINEMAS 17796 DALLAS TX,40.93,Entertainment
T01480,2023-11-08,SQ *LOCAL GROUNDS CHICAGO IL,4.35,Coffee
T01461,2023-08-03,REGAL CINEMAS 699 MIAMI FL,41.12,Entertainment
T00811,2023-07-07,TXU ENERGY PAYMENT  ,47.41,Utilities
T00277,2023-08-09,SQ *BLUE BOTTLE 8777 OAKLAND CA,9.28,Coffee
T00605,2023-02-16,SQ *TAQUERIA EL SOL DENVER CO,85.63,Restaurants
T01217,2023-07-06,GRUBHUB*THAI BASIL BOSTON MA,31.5,Restaurants
T01433,2023-08-27,TST* PHILZ COFFEE MIAMI FL,10.51,Coffee
T01290,2023-07-16,KROGER  42422 NY NY,195.55,Groceries
T00913,2023-07-09,POS DEBIT H-E-B #466,208.53,Groceries
T01125,2023-08-12,TXU ENERGY PAYMENT,232.26,Utilities
T01359,2023-12-30,ALDI 003 AUSTIN TX,140.3,Groceries
T01758,2023-10-10,BEST BUY #236 PHX AZ,362.81,Shopping
T01649,2023-08-24,WHOLEFDS MKT 94 PHX AZ  ,134.46,Groceries
T00685,2023-07-16,COMCAST CABLE COMM 57041,86.76,Utilities
T01813,2023-05-25,WHOLEFDS  MKT 18 DENVER CO,163.17,Groceries
T01341,2023-08-29,POS DEBIT BP#21,63.82,Gas
T01959,2023-01-30,WALMART SUPERCENTER #63,192.43,Shopping
T00413,2023-10-10,STARBUCKS STORE 8008,7.27,Coffee
T01122,2023-11-05,LYFT *RIDE THU 4PM,10.22,Transport
T01392,2023-05-11,CHIPOTLE 6982 SEATTLE WA,63.62,Restaurants
T01236,2023-11-10,TST* PHILZ COFFEE CHICAGO IL  ,5.96,Coffee
T01302,2023-01-22,TST* PHILZ COFFEE BOSTON MA,4.17,Coffee
T01746,2023-04-27,SQ *CITY DENTAL CHICAGO IL,158.61,Health
T00387,2023-02-25,DART RAIL NY NY,24.08,Transport
T00369,2023-11-27,DOORDASH*MCDONALDS  ,20.25,Restaurants
T01486,2023-09-01,NETFLIX.COM 40,43.12,Entertainment
T00970,2023-07-10,POS DEBIT BP#43,50.87,Gas
T01611,2023-03-07,AMZN MKTP US*50 AMZN.COM/BILL WA,243.04,Shopping
T00972,2023-05-06,GRUBHUB*THAI BASIL SEATTLE WA,137.05,Restaurants
T00858,2023-09-06,STEAMGAMES.COM 63 WA,65.56,Entertainment
T00096,2023-03-31,AMZN MKTP US*29 AMZN.COM/BILL WA,368.19,Shopping
T01066,2023-07-20,DUNKIN #44225 DENVER CO,9.82,Coffee
T01331,2023-05-29,VERIZON WIRELESS 7711  ,136.28,Utilities
T00127,2023-10-15,VERIZON WIRELESS 1775  ,278.16,Utilities
T01268,2023-05-14,PEETS COFFEE #4075 MIAMI FL,11.14,Coffee
T00024,2023-08-05,SPOTIFY  USA 53354,42.21,Entertainment
T01415,2023-12-26,LA FITNESS 037 DALLAS TX,62.67,Health
T00766,2023-06-07,UBER*  EATS HELP.UBER.COM,36.71,Transport
T01573,2023-07-24,STEAMGAMES.COM 72918 WA,49.56,Entertainment
T01095,2023-06-06,POS DEBIT QUEST DIAGNOSTIC,31.74,Health
T00730,2023-02-15,ATT*BILL PAYMENT 625,172.47,Utilities
T01547,2023-01-01,TXU  ENERGY PAYMENT,292.99,Utilities
T01112,2023-11-13,PEETS  COFFEE #37940 DENVER CO,6.86,Coffee
T00330,2023-12-16,WALMART SUPERCENTER #5533,380.08,Shopping
T01640,2023-02-12,POS DEBIT H-E-B #984,209.5,Groceries
T00623,2023-06-18,DOORDASH*MCDONALDS,128.45,Restaurants
T00533,2023-09-17,GRUBHUB*THAI BASIL PHX AZ  ,34.4,Restaurants
T00818,2023-04-26,WALGREENS #4344,110.51,Health
T00145,2023-10-23,KROGER 6929 CHICAGO IL,87.09,Groceries
T01226,2023-04-30,UBER* EATS HELP.UBER.COM,52.1,Transport
T01041,2023-09-07,ETSY.COM - SELLER22365,71.4,Shopping
T01595,2023-09-09,netflix.com 43,86.67,Entertainment
T01526,2023-03-19,walmart supercenter #20641,252.78,Shopping
T01307,2023-10-02,DART RAIL AUSTIN TX,16.31,Transport
T00911,2023-08-02,SQ *THE BOOK NOOK DENVER CO,455.37,Shopping
T01064,2023-04-26,doordash*mcdonalds,103.75,Restaurants
T00230,2023-09-30,UBER* EATS HELP.UBER.COM,30.96,Transport
T00301,2023-12-21,ONCOR ELECTRIC DELIVERY,174.32,Utilities
T00919,2023-10-04,SPOTIFY USA 1463,39.21,Entertainment
T01034,2023-05-07,RITE AID #83228 OAKLAND CA,241.63,Health
T01051,2023-09-01,SPOTIFY USA 52450,84.24,Entertainment
T00757,2023-06-21,TST* PHILZ COFFEE NY NY,7.68,Coffee
T01918,2023-03-05,WHOLEFDS MKT 91 BOSTON MA,195.11,Groceries
T00172,2023-04-20,CVS/PHARMACY #66648 OAKLAND CA,55.07,Health
T00195,2023-06-17,ONCOR ELECTRIC DELIVERY,63.21,Utilities
T01334,2023-12-04,TRADER JOE'S #70643,139.46,Groceries
T00057,2023-02-24,COMCAST CABLE COMM 31979,271.62,Utilities
T01296,2023-02-06,SQ *THE COMEDY CLUB AUSTIN TX,58.54,Entertainment
T00113,2023-02-20,CVS/PHARMACY #30 NY NY,118.49,Health
T01654,2023-04-27,SQ *CITY DENTAL AUSTIN TX,222.15,Health
T01432,2023-09-04,DART RAIL CHICAGO IL,44.54,Transport
T01749,2023-08-25,CIRCLE K # 3112,39.31,Gas
T00352,2023-02-22,steamgames.com 0908 wa,19.21,Entertainment
T00944,2023-03-07,76 - 675 AUSTIN TX,77.22,Gas
T01190,2023-12-23,CHEVRON 6866,79.87,Gas
T00105,2023-02-05,SQ *THE COMEDY CLUB PHX AZ,79.86,Entertainment
T00957,2023-02-04,PEETS  COFFEE #9630 AUSTIN TX,8.36,Coffee
T01411,2023-02-11,EXXONMOBIL 98 OAKLAND CA,51.22,Gas
T00054,2023-03-28,DART RAIL BOSTON MA,58.77,Transport
T01437,2023-02-10,POS DEBIT QUEST DIAGNOSTIC,227.58,Health
T00883,2023-11-10,COMCAST CABLE COMM 0606,197.54,Utilities
T01714,2023-10-23,SAFEWAY #8985 BOSTON MA,95.52,Groceries
T00541,2023-10-05,LYFT *RIDE THU 4PM,50.15,Transport
T00138,2023-09-03,GRUBHUB*THAI BASIL DENVER CO,15.99,Restaurants
T00031,2023-07-26,SHELL OIL 23 PHX AZ  ,85.33,Gas
T00914,2023-03-20,ALDI 14461 SEATTLE WA,23.26,Groceries
T01198,2023-12-15,76 - 555 MIAMI FL,71.17,Gas
T00593,2023-12-12,GRUBHUB*THAI BASIL AUSTIN TX,85.8,Restaurants
T01766,2023-05-29,ATT*BILL PAYMENT 27149,110.39,Utilities
T01678,2023-11-01,ONCOR ELECTRIC DELIVERY,187.7,Utilities
T00375,2023-01-16,AMC ONLINE #6363  ,56.16,Entertainment
T01168,2023-10-17,GRUBHUB*THAI BASIL NY NY,137.01,Restaurants
T00661,2023-02-17,TARGET 2867 SEATTLE WA,375.12,Shopping
T00357,2023-04-11,CHIPOTLE 3974 SEATTLE WA,75.15,Restaurants
T00478,2023-06-19,SQ *CITY DENTAL NY NY,175.83,Health
T00509,2023-12-05,TARGET 191 SEATTLE WA,393.6,Shopping
T00546,2023-04-05,TARGET 3885 DENVER CO,169.94,Shopping
T01422,2023-09-17,DART RAIL NY NY,58.75,Transport
T01102,2023-07-21,WALMART SUPERCENTER #38475  ,305.92,Shopping
T00101,2023-05-28,REGAL CINEMAS 99613 NY NY,17.01,Entertainment
T01679,2023-05-26,AMC ONLINE #35,56.95,Entertainment
T00994,2023-02-05,DART RAIL DALLAS TX,32.13,Transport
T00443,2023-08-22,SPOTIFY USA 99,60.12,Entertainment
T01167,2023-06-08,STARBUCKS STORE 2666,3.1,Coffee
T00204,2023-03-13,TARGET 812 BOSTON MA,472.98,Shopping
T01110,2023-01-11,EXXONMOBIL  65779 DALLAS TX,32.55,Gas
T00842,2023-04-12,STEAMGAMES.COM 266 WA,73.16,Entertainment
T01671,2023-01-10,UBER* EATS HELP.UBER.COM,31.59,Transport
T01775,2023-05-06,cvs/pharmacy #72540 dallas tx,243.04,Health
T00783,2023-09-06,SQ *CITY DENTAL DALLAS TX,103.25,Health
T01154,2023-04-23,WALGREENS #10959,183.37,Health
T01180,2023-08-19,POS  DEBIT BP#8396,53.92,Gas
T00900,2023-06-10,SQ *LOCAL GROUNDS BOSTON MA,9.49,Coffee
T01602,2023-04-02,BEST BUY #360 MIAMI FL,255.32,Shopping
T01656,2023-02-01,UBER* EATS HELP.UBER.COM,12.16,Transport
T00134,2023-11-02,TST* OLIVE & VINE NY NY,30.89,Restaurants
T00459,2023-03-03,POS DEBIT BP#841,38.71,Gas
T01599,2023-10-15,COMCAST CABLE COMM 49422  ,63.69,Utilities
T01416,2023-05-18,CITY OF DALLAS WATER UT,239.36,Utilities
T01384,2023-03-07,DART RAIL AUSTIN TX,6.88,Transport
T01018,2023-03-05,STEAMGAMES.COM 515 WA  ,69.75,Entertainment
T00610,2023-06-06,COMCAST CABLE COMM 5706,215.24,Utilities
T01535,2023-01-18,SQ *CITY DENTAL MIAMI FL,46.31,Health
T01028,2023-02-12,SQ *CITY DENTAL DENVER CO  ,105.35,Health
T00524,2023-06-07,TXU ENERGY PAYMENT,104.79,Utilities
T01218,2023-03-06,TRADER  JOE'S #41,156.78,Groceries
T00353,2023-03-18,TRADER JOE'S #5  ,89.62,Groceries
T00649,2023-11-19,PARKING METER #68766 NY NY,8.89,Transport
T00135,2023-03-09,TST*  PHILZ COFFEE DALLAS TX,10.8,Coffee
T00511,2023-09-20,ONCOR ELECTRIC DELIVERY,72.05,Utilities
